open;high;low;close;volume;marketCap;timestamp
470854.1311452937;479360.2477125187;466485.993241439;478407.4083846706;260442629233.87003;9275135913385.129;"2023-06-02"
478455.414589056;479591.8208763081;473288.1926599975;475344.5092837563;147221741983.63538;9217928258481.594;"2023-06-03"
475344.3806814316;481267.5749653256;473467.6271298105;476354.5509674017;164344857113.42523;9233318566990.117;"2023-06-04"
476425.5634472773;476650.3265618436;444322.5989833181;449955.4783054525;377887439323.19934;8775403561857.481;"2023-06-05"
449466.6053236535;474815.1826554316;444202.1500454678;473430.9805475192;383048847442.09534;9227748743481.598;"2023-06-06"
473376.5056086095;474925.6162313546;453977.0942242755;457292.7712612158;339447182598.1894;8881513586214.37;"2023-06-07"
457321.4905298101;466664.4557014458;455534.1040335952;460865.3206537622;206634416257.6898;8924558474188.549;"2023-06-08"
460825.4743499874;463582.8902542963;457975.1068008789;457615.306104963;191513670992.19702;8930315075751.248;"2023-06-09"
457639.2830638865;458490.9507814773;440707.432825315;446745.636272155;343430120317.86914;8666181263883.459;"2023-06-10"
446793.8671954995;453421.2566332266;443596.0078727209;448371.9142435257;185474519590.683;8696535958782.227;"2023-06-11"
448270.2364075224;451101.0527204402;444235.7349294088;447771.3347489862;201850576921.5604;8686046814684.195;"2023-06-12"
447778.9589206268;455904.4312138708;443023.0301564818;446747.6437139038;244495414749.2637;8692906215092.502;"2023-06-13"
446774.0101483076;448695.0075262439;426111.990643537;430684.6951781928;245890758955.86365;8402379189982.38;"2023-06-14"
430633.2226182579;440650.2469733419;425655.2887620827;438115.9564433834;271482859802.36987;8506916906198.422;"2023-06-15"
438096.9182739167;451297.3432502216;431457.7798664606;449675.6904394578;279636305123.4031;8750918717079.121;"2023-06-16"
449696.4776862147;457223.9350322386;447062.9348238828;452805.0047804779;189423037629.94968;8786726398265.734;"2023-06-17"
452801.2669439777;455586.3947577941;449830.4855230739;449864.6560368523;163383029366.67944;8729292499821.681;"2023-06-18"
