open;high;low;close;volume;marketCap;timestamp
503906.3886980054;519618.1975064108;500665.6312788138;515581.9825217781;294819812347.34064;9962992328779.516;"2023-05-02"
515581.2174633514;527606.4412725468;504730.0401325061;521212.7471916117;343768322529.3259;10096824078466.652;"2023-05-03"
521661.9128999338;526226.899082727;514127.309337428;516415.8666545501;279393349032.64966;10037761454281.475;"2023-05-04"
516483.3205914841;527363.3505154009;516468.7701774625;524604.4961500478;321090548699.7477;10238472158611.527;"2023-05-05"
524683.9830696192;529679.9991246732;505680.0336176087;513418.3828954074;282670057515.7941;9942869644683.426;"2023-05-06"
513365.0754136919;517910.4167670458;505292.1887056784;505613.3506527034;200740326828.08286;9788617048909.527;"2023-05-07"
505533.0209251616;509403.9625143148;486180.4961985571;492607.725001563;339792754133.90405;9530794835851.908;"2023-05-08"
492621.8690217008;495033.1919818459;485973.9082527513;491170.1906834218;251310233248.21848;9528925728413.363;"2023-05-09"
491096.7090790478;499361.8495391046;472472.8094564687;484806.8728741076;366813926888.8639;9501104116017.715;"2023-05-10"
484795.1245931082;484635.2587300755;471923.6180960745;474953.9369762654;293539513607.80255;9179906372670.64;"2023-05-11"
474723.0500130549;475729.8886920425;455446.6318325865;471706.1843255666;339733426166.46857;9133872058755.898;"2023-05-12"
471755.0773126175;475674.3299905177;470049.9439238956;471338.1792908439;175962422154.71762;9130983795490.303;"2023-05-13"
471424.3328942979;477794.7442872889;469178.5251879229;473951.5683168606;176238483511.24252;9181463072228.086;"2023-05-14"
473964.7109895149;484649.4122907287;470846.9075544073;474481.2251121004;253658077150.676;9271918930365.504;"2023-05-15"
474111.6821686845;476287.1491459984;469329.6818778905;473014.8558986864;222162925262.80588;9140517410628.621;"2023-05-16"
472994.2012697736;482978.0974059144;470050.3615393813;482475.0944911214;264879265958.23367;9288093017365.66;"2023-05-17"
482525.2490900223;483595.1310543237;468693.5795787569;475432.9402208997;268066053843.11407;9155733773727.133;"2023-05-18"
475336.2931037936;480255.4978065492;473298.6851670877;478560.9233173002;199494997772.81424;9232939121970.305;"2023-05-19"
478538.0213524301;483268.145370818;477727.1232194527;482813.0382669999;125377582991.32254;9356650710996.01;"2023-05-20"
482614.3749032754;485239.2728369205;474234.5354051368;475159.1799563861;153894187604.54028;9227323633724.854;"2023-05-21"
475089.3382831122;484597.3675466147;472004.185259985;480493.9466911555;196372887783.4831;9242556784841.68;"2023-05-22"
480577.74825925;490991.9610976433;479816.5404603847;489251.7519790309;245106519244.40463;9442744374218.549;"2023-05-23"
489231.5734539935;489231.5734539935;465462.2737589054;468930.4138389764;292898166396.1819;9172721420135.986;"2023-05-24"
468835.0298346314;474585.836430267;461986.6155897425;472899.4855908359;246639739279.17133;9138416244630.693;"2023-05-25"
472863.3153384748;475863.8179731253;469638.4552613409;471058.4281297452;227046044471.53278;9251151683817.895;"2023-05-26"
471074.1456958362;474048.3249384845;469328.0608578597;473686.3909836;139135437738.55887;9182676900968.918;"2023-05-27"
473735.8420919967;496772.7921657198;472529.8327276003;494771.2280153706;256430942937.55655;9599191600206.426;"2023-05-28"
494594.0900887703;500836.0484071874;484044.5067186759;488375.1226524789;267441757429.23572;9476361865705.287;"2023-05-29"
488361.7305592803;492617.1433079094;487270.8946990759;489514.3263224321;233241752938.77032;9453994347081.24;"2023-05-30"
489482.1892320888;491812.6600239434;477160.3119567929;481473.1892314448;276655897541.73486;9326015365518.186;"2023-05-31"
481451.1453268035;483599.4678060094;471785.4068372169;470773.6719228564;259648028724.2055;9198782108198.076;"2023-06-01"
